,Type,AB,Site,Impurity,∆H (A-rich),∆H (B-rich),(+3/+2),(+2/+1),(+1/0),(0/-1),(-1/-2),(-2/-3),Unnamed: 12,Descriptors ->,Unnamed: 14,AB ->,PBE_delta_H,PBE_latt_const,PBE_gap,Eps_elec,Eps_ion,Ion_rad,BP,MP,Density,At_wt,ICSD_vol,Cov_rad,Ion_Energy,At_rad_1,Elec_Aff,At_rad_2,At_vol,Mend_num,Ion_pot_1,Ion_pot_2,Thermal_expn,Sp_heat_cap,Therm_cond,Elec_cond,Heat_fusion,Heat_vap,Electronegativity,At_num,Period,Group,Valence,Ox_state,Ion_rad.1,BP.1,MP.1,Density.1,At_wt.1,ICSD_vol.1,Cov_rad.1,Ion_Energy.1,At_rad_1.1,Elec_Aff.1,At_rad_2.1,At_vol.1,Mend_num.1,Ion_pot_1.1,Ion_pot_2.1,Thermal_expn.1,Sp_heat_cap.1,Therm_cond.1,Elec_cond.1,Heat_fusion.1,Heat_vap.1,Electronegativity.1,At_num.1,Period.1,Group.1,Valence.1,Ox_state.1,Unnamed: 75,CM ->,CM1,CM2,CM3,CM4,CM5,CM6,CM7,CM8,Unnamed: 85,Elem ->,Ion_rad.2,BP.2,MP.2,Density.2,At_wt.2,ICSD_vol.2,Cov_rad.2,Ion_Energy.2,At_rad_1.2,Elec_Aff.2,At_rad_2.2,At_vol.2,Mend_num.2,Ion_pot_1.2,Ion_pot_2.2,Thermal_expn.2,Sp_heat_cap.2,Therm_cond.2,Elec_cond.2,Heat_fusion.2,Heat_vap.2,Electronegativity.2,At_num.2,Period.2,Group.2,Valence.2,Ox_state.2,SOAP1,SOAP2,SOAP3,SOAP4,SOAP5,SOAP6
118,IV-IV,SnC,M_B,Re,8.668248,7.008248,-1.100412,-0.247081,0.522978,0.964124,2.026084,2.517011,,,,,1.51,5.09,0.62,10.71,5.61,0.71,2876,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,1702.24,1702.24,1702.24,1702.24,15816.74,125.09,125.09,125.09,,,0.53,5870.0,3455.0,21.0,186.21,14.7,1.28,760.0,1.37,14.0,1.97,8.85,54,7.88,12.6,6.2,0.14,47.9,5.8,33.05,707.1,1.9,75,6,7,7,7,3.271517185939868,4.250361255775017e-33,3.0702422028205127,4.392024747255332e-33,0.0031948410018943973,7.512200435051277e-36
119,III-V,AlAs,M_i_B,C,7.190668,6.978334,-0.723079,0.764082,0.764082,1.237414,1.698216,2.7,,,,,-1.01,5.72,1.49,10.68,4.03,0.54,2740,933.5,2.7,26.98,16.6,1.18,577.6,1.43,45.0,1.62,10.0,73,5.99,18.83,23.1,0.9,237.0,37.7,10.7,290.8,1.61,13,3,13,3,3,0.58,876.0,1090.0,5.78,74.92,21.5,1.2,947.0,1.39,77.0,1.33,13.1,84,9.81,18.63,15.4,0.33,50.0,3.8,27.7,32.4,2.16,33,4,15,5,3,,,27.29,27.29,27.29,15.76,79.99,79.99,79.99,79.99,,,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,2.338139384119781,2.3852087097380497e-33,2.326759877296848,1.690502250171715e-33,0.002743594869029273,2.9854897890546224e-35
120,III-V,BP,M_A,Te,7.769961,6.957154,-0.129582,0.439867,1.212646,1.908332,2.347328,2.707594,,,,,-0.81,4.55,1.26,12.73,0.0,0.23,4275,2365.0,2.34,10.81,7.7,0.82,800.6,0.98,27.0,1.17,4.6,72,5.3,25.15,4.7,1.03,27.0,0.0,22.6,507.8,2.04,5,2,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,6567.17,80.82,80.82,80.82,395.92,395.92,395.92,395.92,,,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,4.579655443786269,1.3403434463261832e-33,4.879882595668185,1.2344773155121624e-33,0.0047655103473322,1.112027947010475e-34
121,II-VI,CdTe,M_i_B,C,6.943,6.943,-0.695223,0.593127,1.084262,1.386496,1.885899,2.317307,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,86.95,86.95,86.95,50.2,108.76,108.76,108.76,108.76,,,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,1.7994909779321975,6.228032107578979e-34,1.7942874838104927,5.350222961348949e-34,0.0018657770637712434,7.942432569992295e-37
122,III-V,AlP,M_i_neut,Pb,6.935306,6.935306,-0.529543,1.261571,1.784305,2.157951,2.607391,3.01114,,,,,-1.25,5.5,1.61,8.03,3.14,0.54,2740,933.5,2.7,26.98,16.6,1.18,577.6,1.43,45.0,1.62,10.0,73,5.99,18.83,23.1,0.9,237.0,37.7,10.7,290.8,1.61,13,3,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,298.51,467.67,467.67,467.67,539.62,539.62,539.62,344.43,,,1.19,2023.0,600.65,11.35,207.2,30.3,1.47,715.5,1.75,110.0,1.81,18.17,81,7.42,15.03,28.8,0.13,35.3,4.8,4.77,177.9,2.33,82,6,14,4,2,2.5756553895195355,9.331239084939213e-07,2.575655389519533,9.33123908493918e-07,0.0035664872567421698,1.0826491283825092e-35
123,IV-IV,GeC,M_B,Li,9.946827,6.904154,0.031491,0.475003,1.796947,1.796947,1.838747,2.55306,,,,,0.75,4.6,1.65,24.29,1.35,0.53,3107,1211.5,5.32,72.61,22.2,1.22,762.1,1.37,120.0,1.52,13.6,79,7.9,15.93,5.7,0.32,59.9,0.0,31.8,334.3,2.01,32,4,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,48.15,48.15,48.15,48.15,6.98,5.53,5.53,5.53,,,0.76,1615.0,453.7,0.53,6.94,21.6,1.23,520.2,1.55,59.8,2.05,13.1,1,5.39,76.64,46.0,3.58,84.7,11.7,3.0,147.1,0.98,3,2,1,1,1,4.674141926140648,3.0493805127352698e-33,4.38657264748161,1.1355494034123325e-33,0.004564591724746743,2.629819293760696e-35
124,II-VI,CdO,M_i_B,Y,3.839067,6.894886,0.044913,0.713163,1.553084,1.970339,2.420577,2.769374,,,,,-2.04,5.15,0.47,9.63,6.0,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,1.4,90.19,54.8,1.43,16.0,17.3,0.73,1313.9,0.73,141.1,0.65,14.0,87,13.62,35.12,780.0,0.92,0.27,0.0,0.22,3.41,3.44,8,2,16,2,2,,,726.64,726.64,726.64,419.53,139.84,139.84,139.84,139.84,,,1.02,3611.0,1795.0,4.47,88.91,32.9,1.62,616.0,1.81,0.0,2.27,19.8,12,6.38,12.24,11.3,0.3,17.2,1.8,17.15,393.3,1.22,39,5,3,3,3,3.1118585059560226,7.571632166632813e-34,3.09522769258753,7.27631714000567e-34,0.004122976705741363,3.7882598907876405e-36
125,II-VI,CdTe,M_i_A,C,6.861,6.861,-0.667967,-0.288564,0.099245,0.503099,1.616738,1.92534,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,100.4,100.4,100.4,100.4,94.19,94.19,94.19,54.38,,,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,1.7942874838104967,6.068214554431906e-34,1.799490977932193,4.213178698445793e-34,0.0018657770637712445,5.418327957345475e-35
126,II-VI,CdTe,M_i_A,W,6.851,6.851,0.498056,0.820782,1.28124,1.566194,1.986989,2.340083,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1238.23,1238.23,1238.23,1238.23,1161.7,1161.7,1161.7,670.71,,,0.6,5825.0,3695.0,19.3,183.85,15.8,1.3,770.0,1.37,60.0,2.02,9.53,51,7.98,17.0,4.5,0.13,174.0,18.2,35.4,422.58,2.36,74,6,6,6,6,1.7942874838104967,6.068214554431906e-34,1.799490977932193,4.213178698445793e-34,0.0018657770637712445,5.418327957345475e-35
127,IV-IV,SnC,M_A,As,1.533543,6.827797,-1.041473,-0.588567,1.085608,1.635578,2.046465,2.403295,,,,,1.51,5.09,0.62,10.71,5.61,0.71,2876,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,2204.97,458.66,458.66,458.66,89.88,89.88,89.88,89.88,,,0.58,876.0,1090.0,5.78,74.92,21.5,1.2,947.0,1.39,77.0,1.33,13.1,84,9.81,18.63,15.4,0.33,50.0,3.8,27.7,32.4,2.16,33,4,15,5,3,3.0702422028205127,4.126142308156383e-33,3.271517185939858,4.477836849489226e-33,0.003194841001894387,3.738922598408322e-36
128,III-V,GaP,M_i_B,Pb,6.811591,6.811591,-0.515017,1.34514,1.762525,2.125354,2.43517,2.723523,,,,,-0.81,5.51,1.56,29.81,0.1,0.62,2478,302.92,5.91,69.72,19.6,1.26,578.8,1.41,29.0,1.81,11.8,74,6.0,20.51,19.7,0.37,40.6,1.8,5.59,256.06,1.81,31,4,13,3,3,0.17,553.0,317.3,1.82,30.97,18.9,1.06,1011.7,1.28,71.7,1.23,17.0,83,10.49,19.73,127.0,0.77,0.23,0.0,0.63,12.4,2.19,15,3,15,5,5,,,923.05,923.05,923.05,532.92,515.73,515.73,515.73,515.73,,,1.19,2023.0,600.65,11.35,207.2,30.3,1.47,715.5,1.75,110.0,1.81,18.17,81,7.42,15.03,28.8,0.13,35.3,4.8,4.77,177.9,2.33,82,6,14,4,2,2.5644899374494923,6.43294596248682e-34,2.551242864029118,1.370269910690855e-33,0.003138904298802912,3.513118366050833e-35
129,IV-IV,SnC,M_i_neut,W,8.316631,6.808901,0.148515,0.378912,0.998575,1.654227,2.16598,2.328823,,,,,1.51,5.09,0.62,10.71,5.61,0.71,2876,505.12,7.31,118.71,27.0,1.41,708.6,1.62,121.0,1.72,16.3,80,7.34,14.63,22.0,0.23,66.6,8.7,7.2,290.37,1.96,50,5,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,1119.7,1754.23,1754.23,1754.23,210.51,210.51,210.51,134.36,,,0.6,5825.0,3695.0,19.3,183.85,15.8,1.3,770.0,1.37,60.0,2.02,9.53,51,7.98,17.0,4.5,0.13,174.0,18.2,35.4,422.58,2.36,74,6,6,6,6,3.2269046479405756,1.3420702854527596e-06,3.226904647940565,1.3420702854527816e-06,0.004811708847988218,2.6122105910727576e-35
130,II-VI,ZnTe,M_i_A,C,6.78904,6.78904,-0.712948,-0.244505,0.2996,0.532802,1.350499,1.780857,,,,,-1.33,6.18,1.06,8.98,2.96,0.74,1180,692.73,7.13,65.39,15.1,1.25,906.4,1.33,0.0,1.53,9.2,69,9.39,17.96,30.2,0.39,116.0,16.9,7.38,115.3,1.65,30,4,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,67.21,67.21,67.21,67.21,100.89,100.89,100.89,58.25,,,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,1.9887901475129595,2.5924701427194255e-34,1.996609774216062,2.4108509482217624e-34,0.002172872258424394,5.1498815417987477e-36
131,II-VI,ZnTe,M_i_neut,W,6.377951,6.695951,0.113647,0.502154,0.906102,1.5595,2.258779,2.576195,,,,,-1.33,6.18,1.06,8.98,2.96,0.74,1180,692.73,7.13,65.39,15.1,1.25,906.4,1.33,0.0,1.53,9.2,69,9.39,17.96,30.2,0.39,116.0,16.9,7.38,115.3,1.65,30,4,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,552.63,865.8,865.8,865.8,1500.73,1500.73,1500.73,957.89,,,0.6,5825.0,3695.0,19.3,183.85,15.8,1.3,770.0,1.37,60.0,2.02,9.53,51,7.98,17.0,4.5,0.13,174.0,18.2,35.4,422.58,2.36,74,6,6,6,6,1.996698155342605,3.84276298591129e-07,1.9966981553426075,3.8427629859113213e-07,0.002444940675995318,4.825866566138219e-35
132,II-VI,CdO,M_i_neut,In,3.627329,6.683149,-0.086644,0.458618,1.236045,1.666309,2.254026,2.706236,,,,,-2.04,5.15,0.47,9.63,6.0,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,1.4,90.19,54.8,1.43,16.0,17.3,0.73,1313.9,0.73,141.1,0.65,14.0,87,13.62,35.12,780.0,0.92,0.27,0.0,0.22,3.41,3.44,8,2,16,2,2,,,702.8,1101.07,1101.07,1101.07,183.51,183.51,183.51,117.13,,,0.8,2350.0,429.78,7.31,114.82,26.1,1.44,558.3,1.66,29.0,2.0,15.7,75,5.79,18.87,32.1,0.23,81.6,3.4,3.26,226.34,1.78,49,5,13,3,3,3.10977127081659,1.2852071277604646e-06,3.109771270816585,1.2852071277604606e-06,0.004589675441468049,6.39423227408512e-35
133,II-VI,CdTe,M_i_B,Sb,5.258,6.681,0.469164,0.852759,1.042896,1.478928,1.749446,2.107519,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,739.04,739.04,739.04,426.69,924.49,924.49,924.49,924.49,,,0.76,1860.0,903.91,6.69,121.76,30.2,1.4,833.7,1.59,101.0,1.53,18.23,85,8.64,16.53,11.0,0.21,24.3,2.6,19.83,67.97,2.05,51,5,15,5,3,1.7994909779321975,6.228032107578979e-34,1.7942874838104927,5.350222961348949e-34,0.0018657770637712434,7.942432569992295e-37
134,II-VI,CdTe,M_i_A,Re,6.668,6.668,0.074895,0.291336,1.175366,1.661983,1.836478,2.377885,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1254.96,1254.96,1254.96,1254.96,1177.4,1177.4,1177.4,679.77,,,0.53,5870.0,3455.0,21.0,186.21,14.7,1.28,760.0,1.37,14.0,1.97,8.85,54,7.88,12.6,6.2,0.14,47.9,5.8,33.05,707.1,1.9,75,6,7,7,7,1.7942874838104967,6.068214554431906e-34,1.799490977932193,4.213178698445793e-34,0.0018657770637712445,5.418327957345475e-35
135,II-VI,CdTe,M_B,Os,5.718,6.666,0.042179,-1.341754,-0.209443,0.996385,1.463419,2.09305,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1271.7,1271.7,1271.7,1271.7,16327.61,843.65,843.65,843.65,,,0.63,5300.0,3300.0,22.6,190.2,13.8,1.26,840.0,1.34,110.0,1.92,8.49,57,8.7,16.0,5.1,0.13,87.6,12.3,29.29,627.6,2.2,76,6,8,8,4,1.8469429116943006,6.207136690410051e-34,1.7333126349006038,5.68255047130443e-34,0.001803655187201458,2.2299255166549506e-36
136,II-VI,CdTe,M_i_neut,C,6.663,6.663,0.33,0.33,1.209,1.209,1.886039,2.444417,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,66.93,104.86,104.86,104.86,113.6,113.6,113.6,72.51,,,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,1.7998520426015814,1.8726959381578343e-07,1.799852042601577,1.8726959381578308e-07,0.0020615862393123054,1.2504678853678744e-34
137,IV-IV,GeC,M_B,Bi,7.388043,6.642875,-0.684809,-0.123086,1.808876,2.438233,2.944192,3.722009,,,,,0.75,4.6,1.65,24.29,1.35,0.53,3107,1211.5,5.32,72.61,22.2,1.22,762.1,1.37,120.0,1.52,13.6,79,7.9,15.93,5.7,0.32,59.9,0.0,31.8,334.3,2.01,32,4,14,4,4,0.16,5100.0,3825.0,2.26,12.01,5.6,0.77,1086.4,0.91,122.3,0.91,4.58,77,11.26,24.38,1.0,0.71,1.7,0.07,105.0,715.0,2.55,6,2,14,4,4,,,1332.05,1332.05,1332.05,1332.05,20172.39,152.95,152.95,152.95,,,1.03,1837.0,544.59,9.75,208.98,35.3,1.46,703.3,1.7,110.0,1.63,21.3,86,7.29,16.69,13.4,0.12,7.87,0.9,11.0,179.0,2.02,83,6,15,5,3,4.674141926140648,3.0493805127352698e-33,4.38657264748161,1.1355494034123325e-33,0.004564591724746743,2.629819293760696e-35
138,II-VI,CdTe,M_i_B,Re,6.642,6.642,-0.17776,0.908572,1.35169,1.709065,1.77777,2.254604,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,1086.83,1086.83,1086.83,627.48,1359.54,1359.54,1359.54,1359.54,,,0.53,5870.0,3455.0,21.0,186.21,14.7,1.28,760.0,1.37,14.0,1.97,8.85,54,7.88,12.6,6.2,0.14,47.9,5.8,33.05,707.1,1.9,75,6,7,7,7,1.7994909779321975,6.228032107578979e-34,1.7942874838104927,5.350222961348949e-34,0.0018657770637712434,7.942432569992295e-37
139,II-VI,CdTe,M_B,Ru,4.654,6.612,-0.798744,-0.491832,-0.210806,0.974518,1.435895,2.091637,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,736.25,736.25,736.25,736.25,4398.01,488.43,488.43,488.43,,,0.62,4425.0,2610.0,12.37,101.07,14.0,1.25,711.0,1.32,110.0,1.89,8.3,56,7.37,16.76,6.4,0.24,117.0,14.9,25.52,567.77,2.2,44,5,8,8,3,1.8469429116943006,6.207136690410051e-34,1.7333126349006038,5.68255047130443e-34,0.001803655187201458,2.2299255166549506e-36
140,II-VI,CdS,M_A,O,8.037148,6.607004,-0.900601,-0.327369,0.070012,0.43849,2.07995,2.719215,,,,,-1.3,5.94,1.03,6.21,4.0,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.29,717.82,392.2,2.07,32.07,25.7,1.02,999.58,1.27,200.42,1.09,15.5,88,10.36,23.33,70.0,0.71,0.27,0.0,1.73,10.0,2.58,16,3,16,6,6,,,73.52,91.48,91.48,91.48,49.8,49.8,49.8,49.8,,,1.4,90.19,54.8,1.43,16.0,17.3,0.73,1313.9,0.73,141.1,0.65,14.0,87,13.62,35.12,780.0,0.92,0.27,0.0,0.22,3.41,3.44,8,2,16,2,2,2.0639828909935867,2.2218999830065454e-33,2.1992908224531043,2.4087005124287127e-33,0.00214774494380185,1.246810076162775e-35
141,II-VI,CdS,M_i_A,Al,4.62634,6.578055,0.588676,0.667699,1.898365,2.380537,3.034074,3.375933,,,,,-1.3,5.94,1.03,6.21,4.0,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.29,717.82,392.2,2.07,32.07,25.7,1.02,999.58,1.27,200.42,1.09,15.5,88,10.36,23.33,70.0,0.71,0.27,0.0,1.73,10.0,2.58,16,3,16,6,6,,,242.76,242.76,242.76,242.76,70.08,70.08,70.08,40.46,,,0.54,2740.0,933.5,2.7,26.98,16.6,1.18,577.6,1.43,45.0,1.62,10.0,73,5.99,18.83,23.1,0.9,237.0,37.7,10.7,290.8,1.61,13,3,13,3,3,2.1431867265981754,1.648148280613321e-33,2.152762531962475,2.802754655474282e-33,0.0024289773970836977,5.185498018083832e-35
142,II-VI,CdO,M_A,Ru,2.903838,6.552051,-0.096921,0.274543,1.467675,0.910234,2.07777,2.44188,,,,,-2.04,5.15,0.47,9.63,6.0,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,1.4,90.19,54.8,1.43,16.0,17.3,0.73,1313.9,0.73,141.1,0.65,14.0,87,13.62,35.12,780.0,0.92,0.27,0.0,0.22,3.41,3.44,8,2,16,2,2,,,4398.01,579.69,579.69,579.69,157.77,157.77,157.77,157.77,,,0.62,4425.0,2610.0,12.37,101.07,14.0,1.25,711.0,1.32,110.0,1.89,8.3,56,7.37,16.76,6.4,0.24,117.0,14.9,25.52,567.77,2.2,44,5,8,8,3,2.9605783340354543,1.2218437220379195e-33,3.154664114518523,8.896230730615751e-34,0.0030807266743345,4.462585036809932e-36
143,II-VI,CdO,M_i_A,Pb,3.534417,6.54363,-0.205858,0.769054,1.321094,2.027337,2.412628,2.776866,,,,,-2.04,5.15,0.47,9.63,6.0,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,1.4,90.19,54.8,1.43,16.0,17.3,0.73,1313.9,0.73,141.1,0.65,14.0,87,13.62,35.12,780.0,0.92,0.27,0.0,0.22,3.41,3.44,8,2,16,2,2,,,1764.17,1764.17,1764.17,1764.17,254.64,254.64,254.64,147.01,,,1.19,2023.0,600.65,11.35,207.2,30.3,1.47,715.5,1.75,110.0,1.81,18.17,81,7.42,15.03,28.8,0.13,35.3,4.8,4.77,177.9,2.33,82,6,14,4,2,3.0952276925875357,1.0880975815688512e-33,3.111858505956018,9.647668675381332e-34,0.004122976705741363,2.436819669391544e-35
144,II-VI,CdTe,M_B,Tc,5.587,6.536,-0.538607,-0.33363,0.170025,0.648452,1.752683,2.210972,,,,,-0.95,6.62,0.57,9.01,3.53,0.95,1040,594.26,8.65,112.41,21.5,1.41,867.7,1.49,0.0,1.71,13.1,70,8.99,16.91,30.8,0.23,96.8,14.7,6.07,99.87,1.69,48,5,12,2,2,0.97,1261.0,722.72,6.24,127.6,33.9,1.36,869.2,1.6,190.15,1.42,20.5,90,9.01,18.6,18.8,0.2,2.35,0.0,17.49,50.63,2.1,52,5,16,6,4,,,719.51,719.51,719.51,719.51,4161.93,477.33,477.33,477.33,,,0.56,4538.0,2477.0,11.5,98.0,14.2,1.27,702.0,1.36,70.0,1.95,8.5,53,7.28,15.26,8.0,0.24,50.6,0.0,23.0,502.0,1.9,43,5,7,7,7,1.8469429116943006,6.207136690410051e-34,1.7333126349006038,5.68255047130443e-34,0.001803655187201458,2.2299255166549506e-36
